,unique.drugid,CGP.drugid,CCLE.drugid,GSK.drugid,NCI60.drugid,GRAY.drugid,GNE.drugid,CTRP.drugid,CMAP.drugid,CTRPv2.drugid,gCSI.drugid,UHNBreast.drugid,MERCK.drugid,GDSC1000.drugid,NCIALM.drugid,YALE_TNBC.drugid,smiles,inchikey,cid,GDSC2019.drugid,FIMM.drugid,FDA,PharmacoDB.uid,PharmacoDB.drugid
49373,Ibrutinib,NA,NA,NA,NA,NA,NA,NA,NA,ibrutinib,Ibrutinib,NA,NA,NA,NA,NA,Nc1ncnc2n(nc(-c3ccc(Oc4ccccc4)cc3)c12)C1CCCN(C1)C(=O)C=C,NA,24821094,Ibrutinib,NA,TRUE,PDBC49190,ibrutinib
49374,Sotrastaurin,NA,NA,NA,NA,NA,NA,NA,NA,sotrastaurin,NA,NA,NA,NA,NA,NA,NA,NA,10296883,NA,NA,NA,PDBC49191,sotrastaurin
49375,A-804598,NA,NA,NA,NA,NA,NA,NA,NA,A-804598,NA,NA,NA,NA,NA,NA,NA,NA,53325874,NA,NA,NA,PDBC49192,A-804598
49376,Incyclinide,NA,NA,NA,NA,NA,NA,NA,NA,COL-3,NA,NA,NA,NA,NA,NA,NC(=O)C1C(=O)C[C@@H]2C[C@@H]3Cc4cccc(O)c4C(=O)C3C(=O)[C@]2(O)C1=O,NA,54678924,NA,NA,NA,PDBC49193,COL-3
49377,Venetoclax,NA,NA,NA,NA,NA,NA,NA,NA,ABT-199,NA,NA,NA,NA,NA,NA,NA,NA,49846579,Venetoclax///Venotoclax,NA,NA,PDBC49194,ABT-199
49378,ETP-46464,NA,NA,NA,NA,NA,NA,NA,NA,ETP-46464,NA,NA,NA,NA,NA,NA,NA,NA,72199292,NA,NA,NA,PDBC49195,ETP-46464
49379,Marinopyrrole A,NA,NA,NA,NA,NA,NA,NA,NA,marinopyrrole A,NA,NA,NA,NA,NA,NA,NA,NA,24797083,NA,NA,NA,PDBC49196,marinopyrrole A
49380,Methylstat,NA,NA,NA,NA,NA,NA,NA,NA,methylstat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49197,methylstat
49381,Alpelisib,NA,NA,NA,NA,NA,NA,NA,NA,BYL-719,NA,BYL719,NA,NA,NA,NA,NA,NA,56649450,Alpelisib,NA,NA,PDBC49198,BYL-719
49382,GSK2636771,NA,NA,NA,NA,NA,NA,NA,NA,GSK2636771,GSK2636771,NA,NA,NA,NA,NA,NA,NA,56949517,NA,NA,NA,PDBC49199,GSK2636771
49383,JW-74,NA,NA,NA,NA,NA,NA,NA,NA,JW-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49200,JW-74
49384,Necrosulfonamide,NA,NA,NA,NA,NA,NA,NA,NA,necrosulfonamide,NA,NA,NA,NA,NA,NA,NA,NA,1566236,NA,NA,NA,PDBC49201,necrosulfonamide
49385,HBX-41108,NA,NA,NA,NA,NA,NA,NA,NA,HBX-41108,NA,NA,NA,NA,NA,HBX-41108,NA,NA,NA,NA,NA,NA,PDBC49202,HBX-41108
49386,Palmostatin B,NA,NA,NA,NA,NA,NA,NA,NA,palmostatin B,NA,NA,NA,NA,NA,NA,NA,NA,45100481,NA,NA,NA,PDBC49203,palmostatin B
49387,JW-55,NA,NA,NA,NA,NA,NA,NA,NA,JW-55,NA,NA,NA,NA,NA,NA,NA,NA,2946601,NA,NA,NA,PDBC49204,JW-55
49388,AT-406,NA,NA,NA,NA,NA,NA,NA,NA,AT-406,NA,NA,NA,NA,NA,NA,NA,NA,25022340,NA,NA,NA,PDBC49205,AT-406
49389,WZ4002,NA,NA,NA,NA,NA,NA,NA,NA,WZ4002,NA,NA,NA,NA,NA,WZ4002,COc1cc(ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)C=C)c2)n1)N1CCN(C)CC1,NA,44607530,NA,NA,NA,PDBC49206,WZ4002
49390,ML334 diastereomer,NA,NA,NA,NA,NA,NA,NA,NA,ML334 diastereomer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49207,ML334 diastereomer
49391,BRD-K55473186,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K55473186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49208,BRD-K55473186
49392,VAF-347,NA,NA,NA,NA,NA,NA,NA,NA,VAF-347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49209,VAF-347
49393,BRD-M00053801,NA,NA,NA,NA,NA,NA,NA,NA,BRD-M00053801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49210,BRD-M00053801
49394,BRD-K90370028,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K90370028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49211,BRD-K90370028
49395,Cediranib,NA,NA,NA,NA,NA,NA,NA,NA,cediranib,NA,NA,NA,NA,NA,NA,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,NA,9933475,Cediranib,NA,NA,PDBC49212,cediranib
49396,BRD-K48477130,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K48477130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49213,BRD-K48477130
49398,BRD-A05715709,NA,NA,NA,NA,NA,NA,NA,NA,BRD-A05715709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49215,BRD-A05715709
49399,BRD-K99006945,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K99006945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49216,BRD-K99006945
49400,Tivantinib,NA,NA,NA,NA,NA,NA,NA,NA,tivantinib,Tivantinib,NA,NA,NA,NA,Tivantinib,O=C1NC(=O)[C@H]([C@@H]1c1c[nH]c2ccccc12)c1cn2CCCc3cccc1c23,NA,11494412,NA,NA,NA,PDBC49217,tivantinib
49401,RO4929097,NA,NA,NA,NA,NA,NA,NA,NA,RO4929097,NA,NA,NA,NA,NA,RO4929097,NA,NA,49867930,NA,NA,NA,PDBC49218,RO4929097
49402,Dinaciclib,NA,NA,NA,NA,NA,NA,NA,NA,dinaciclib,NA,NA,Dinaciclib,NA,NA,NA,NA,NA,46926350,Dinaciclib,NA,NA,PDBC49219,dinaciclib
49403,MLN2480,NA,NA,NA,NA,NA,NA,NA,NA,MLN2480,MLN_2480///MLN2480,NA,NA,NA,NA,NA,NA,NA,25161177,NA,NA,NA,PDBC49220,MLN2480
49404,BRD-K51831558,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K51831558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49221,BRD-K51831558
49405,Istradefylline,NA,NA,NA,NA,NA,NA,NA,NA,istradefylline,NA,NA,NA,NA,NA,NA,NA,NA,5311037,NA,NA,NA,PDBC49222,istradefylline
49406,MI-2,NA,NA,NA,NA,NA,NA,NA,NA,MI-2,MI-2,NA,NA,NA,NA,NA,NA,NA,54765302,NA,NA,NA,PDBC49223,MI-2
49407,BRD-K42260513,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K42260513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49224,BRD-K42260513
49408,Alvocidib,NA,NA,NA,NA,NA,NA,NA,NA,alvocidib,NA,NA,NA,NA,NA,Flavopiridol,CN1CC[C@@H]([C@H](O)C1)c1c(O)cc(O)c2c1oc(cc2=O)-c1ccccc1Cl,NA,5287969,Flavopiridol,NA,NA,PDBC49225,alvocidib
49409,CBB-1007,NA,NA,NA,NA,NA,NA,NA,NA,CBB-1007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49226,CBB-1007
49410,BRD-A86708339,NA,NA,NA,NA,NA,NA,NA,NA,BRD-A86708339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49227,BRD-A86708339
49411,PF-03758309,NA,NA,NA,NA,NA,NA,NA,NA,PF-3758309,NA,NA,NA,NA,NA,NA,NA,NA,25227462,NA,NA,NA,PDBC49228,PF-3758309
49412,Dabrafenib,NA,NA,NA,NA,NA,NA,NA,NA,dabrafenib,Dabrafenib,NA,NA,Dabrafenib,NA,NA,CC(C)(C)c1nc(c(s1)-c1ccnc(N)n1)-c1cccc(NS(=O)(=O)c2c(F)cccc2F)c1F,NA,44462760,Dabrafenib,NA,TRUE,PDBC49229,dabrafenib
49413,SZ4TA2,NA,NA,NA,NA,NA,NA,NA,NA,SZ4TA2,NA,NA,NA,NA,NA,NA,NA,NA,11657048,NA,NA,NA,PDBC49230,SZ4TA2
49414,Onalespib,NA,NA,NA,NA,NA,NA,NA,NA,AT13387,NA,NA,NA,NA,NA,NA,NA,NA,11955716,NA,NA,NA,PDBC49231,AT13387
49415,BCL-LZH-4,NA,NA,NA,NA,NA,NA,NA,NA,BCL-LZH-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49232,BCL-LZH-4
49416,Skepinone-L,NA,NA,NA,NA,NA,NA,NA,NA,skepinone-L,NA,NA,NA,NA,NA,NA,NA,NA,45279963,NA,NA,NA,PDBC49233,skepinone-L
49417,PF 4800567 Hydrochloride,NA,NA,NA,NA,NA,NA,NA,NA,PF-4800567 hydrochloride,NA,NA,NA,NA,NA,NA,NA,NA,71751553,NA,NA,NA,PDBC49234,PF-4800567 hydrochloride
49418,Avicin D,NA,NA,NA,NA,NA,NA,NA,NA,avicin D,NA,NA,NA,NA,NA,NA,CC1O[C@@H](OCC2O[C@@H](O[C@H]3CC[C@@]4(C)C(CC[C@]5(C)C4CC=C4C6CC(C)(C)[C@H](C[C@@]6([C@H](O)C[C@@]54C)C(=O)O[C@@H]4OC(CO)[C@@H](O)[C@@H](O)[C@@H]4O[C@@H]4OC(C)[C@H](O[C@@H]5O[C@@H](CO)[C@H](O)[C@@H]5O)[C@@H](O[C@@H]5OC(CO)[C@@H](O)[C@@H](O)[C@@H]5O)[C@@H]4O)OC(=O)C(\CO)=C\CC[C@](C)(O[C@@H]4OC(C)[C@@H](OC(=O)C(\CO)=C\CCC(C)(O)C=C)[C@@H](O)[C@@H]4O)C=C)C3(C)C)[C@@H](NC(C)=O)[C@H](O)[C@@H]2O)[C@@H](O[C@@H]2OC[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O,NA,44566777,NA,NA,NA,PDBC49235,avicin D
49419,BRD-K33514849,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K33514849,NA,NA,NA,NA,NA,NA,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2ccc3OCOc3c2)Oc4cc(C#Cc5ccncc5)ccc4S1(=O)=O,NA,NA,NA,NA,NA,PDBC49236,BRD-K33514849
49420,BRD-K01737880,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K01737880,NA,NA,NA,NA,NA,NA,COc1ccc(NC(=O)Nc2ccc3O[C@@H](CN(C)Cc4ccc5OCOc5c4)[C@@H](C)CN([C@@H](C)CO)C(=O)c3c2)cc1,NA,NA,NA,NA,NA,PDBC49237,BRD-K01737880
49421,Bafilomycin A1,NA,NA,NA,NA,NA,NA,NA,NA,bafilomycin A1,NA,NA,NA,NA,NA,NA,NA,NA,6436223,NA,NA,NA,PDBC49238,bafilomycin A1
49422,SR8278,NA,NA,NA,NA,NA,NA,NA,NA,SR8278,NA,NA,NA,NA,NA,NA,NA,NA,53393127,NA,NA,NA,PDBC49239,SR8278
49423,GSK-J4,NA,NA,NA,NA,NA,NA,NA,NA,GSK-J4,NA,NA,NA,NA,NA,NA,NA,NA,71729975,NA,NA,NA,PDBC49240,GSK-J4
49424,BRD9876:MK-1775 (4:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,BRD9876:MK-1775 (4:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49241,BRD9876:MK-1775 (4:1 mol/mol)
49425,BRD-K30748066,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K30748066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49242,BRD-K30748066
49426,bid1870,NA,NA,NA,NA,NA,NA,NA,NA,NA,bid1870,NA,NA,NA,NA,BI-D1870,NA,NA,NA,NA,NA,NA,PDBC49243,bid1870
49427,XMD15-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,XMD15-27,NA,NA,NA,NA,NA,XMD15-27,NA,NA,PDBC49244,XMD15-27
49428,NPK76-II-72-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NPK76-II-72-1,NA,NA,COc1cc(ccc1Nc1ncc2N(C)C(=O)CC(C)N(C3CCCC3)c2n1)C(=O)NC1CCN(C)CC1,NA,NA,NPK76-II-72-1,NA,NA,PDBC49245,NPK76-II-72-1
49429,YM201636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YM201636,NA,NA,Nc1ccc(cn1)C(=O)Nc1cccc(c1)-c1nc(N2CCOCC2)c2oc3ncccc3c2n1,NA,9956222,YM201636,NA,NA,PDBC49246,YM201636
49430,Genentech Cpd 10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genentech Cpd 10,NA,NA,NA,NA,NA,Genentech Cpd 10,NA,NA,PDBC49247,Genentech Cpd 10
49431,XMD14-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,XMD14-99,NA,NA,NA,NA,NA,XMD14-99,NA,NA,PDBC49248,XMD14-99
49432,THZ-2-49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,THZ-2-49,NA,NA,NA,NA,NA,THZ-2-49,NA,NA,PDBC49249,THZ-2-49
49433,VX-11e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VX-11e,NA,NA,NA,NA,11634725,VX-11e,NA,NA,PDBC49250,VX-11e
49434,TL-1-85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL-1-85,NA,NA,NA,NA,NA,TL-1-85,NA,NA,PDBC49251,TL-1-85
49435,MPS-1-IN-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MPS-1-IN-1,NA,NA,NA,NA,NA,MPS-1-IN-1,NA,NA,PDBC49252,MPS-1-IN-1
49436,AR-42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AR-42,NA,NA,NA,NA,6918848,AR-42,NA,NA,PDBC49253,AR-42
49437,BX-912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BX-912,NA,NA,Brc1cnc(Nc2cccc(NC(=O)N3CCCC3)c2)nc1NCCc4c[nH]cn4,NA,11754511,BX-912,NA,NA,PDBC49254,BX-912
49438,Y-39983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y-39983,NA,NA,C[C@@H](N)c1ccc(cc1)C(=O)Nc1ccnc2[nH]ccc12,NA,9810884,Y-39983,NA,NA,PDBC49255,Y-39983
49439,NG-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NG-25,NA,NA,NA,NA,53340664,NG-25,NA,NA,PDBC49256,NG-25
49440,Enzastaurin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LY317615,NA,Enzastaurin,NA,NA,176167,Enzastaurin,NA,NA,PDBC49257,LY317615
49441,Tak-715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAK-715,NA,NA,CCc1nc(c(s1)-c1ccnc(NC(=O)c2ccccc2)c1)-c1cccc(C)c1,NA,9952773,TAK-715,NA,NA,PDBC49258,TAK-715
49442,Zibotentan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zibotentan,NA,Zibotentan,COc1nc(C)cnc1NS(=O)(=O)c1cccnc1-c1ccc(cc1)-c1nnco1,NA,9910224,Zibotentan,NA,NA,PDBC49259,Zibotentan
49443,BHG712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BHG712,NA,NA,NA,NA,NA,NVP-BHG712,NA,NA,PDBC49260,BHG712
49444,KIN001-055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KIN001-055,NA,NA,COc1cc2ncnc(Nc3cc(Br)c(O)c(Br)c3)c2cc1OC,NA,NA,WHI-P97,NA,NA,PDBC49261,KIN001-055
49445,TL-2-105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL-2-105,NA,NA,NA,NA,NA,TL-2-105,NA,NA,PDBC49262,TL-2-105
49446,JQ12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JQ12,NA,NA,NA,NA,NA,JQ12,NA,NA,PDBC49263,JQ12
49447,SB52334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SB52334,NA,NA,NA,NA,NA,SB52334,NA,NA,PDBC49264,SB52334
49448,FMK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FMK,NA,NA,NA,NA,644243,FMK,NA,NA,PDBC49265,FMK
49449,NSC-207895,NA,NA,NA,7-(4-Methyl-1-piperazinyl)-4-nitro-2,1,3-benzoxadiazole 1-oxide,NA,NA,NA,NA,NA,NA,NA,NA,NSC-207895,NA,NA,NA,NA,42640,NSC-207895,NA,NA,PDBC49266,NSC-207895
49450,Cudc-101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CUDC-101,NA,NA,NA,NA,24756910,CUDC-101,NA,NA,PDBC49267,CUDC-101
49451,Amuvatinib,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MP470,NA,NA,NA,NA,11282283,Amuvatinib,NA,NA,PDBC49268,MP470
49452,AS605240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS605240,NA,NA,O=C1NC(=O)\C(S1)=C/c1ccc2nccnc2c1,NA,5289247,AS605240,NA,NA,PDBC49269,AS605240
49453,THZ-2-102-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,THZ-2-102-1,NA,NA,NA,NA,NA,THZ-2-102-1,NA,NA,PDBC49270,THZ-2-102-1
49454,KIN001-244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KIN001-244,NA,NA,Fc1ccc(Cn2cccc(C(=O)N[C@@H](COc3ccc4[nH]c(=O)[nH]c4c3)c3ccccc3)c2=O)cc1F,NA,NA,KIN001-244,NA,NA,PDBC49271,KIN001-244
49455,QL-XI-92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QL-XI-92,NA,NA,NA,NA,NA,QL-XI-92,NA,NA,PDBC49272,QL-XI-92
49456,KIN001-236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KIN001-236,NA,NA,NA,NA,NA,KIN001-236,NA,NA,PDBC49273,KIN001-236
49457,QL-X-138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QL-X-138,NA,NA,NA,NA,NA,QL-X-138,NA,NA,PDBC49274,QL-X-138
49458,AT-7519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT-7519,NA,NA,Clc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1,NA,11338033,AT-7519,NA,NA,PDBC49275,AT-7519
49459,VNLG/124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VNLG/124,NA,NA,NA,NA,NA,VNLG/124,NA,NA,PDBC49276,VNLG/124
49460,WZ3105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WZ3105,NA,NA,NA,NA,NA,WZ3105,NA,NA,PDBC49277,WZ3105
49461,STF-62247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,STF-62247,NA,NA,Cc1cccc(Nc2nc(cs2)c3ccncc3)c1,NA,704473,STF-62247,NA,NA,PDBC49278,STF-62247
49462,KIN001-260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KIN001-260,NA,NA,NA,NA,NA,KIN001-260,NA,NA,PDBC49279,KIN001-260
49463,FR-180204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR-180204,NA,NA,Nc1[nH]nc2nnc(cc12)-c1c(nn2ccccc12)-c1ccccc1,NA,11493598,FR-180204,NA,NA,PDBC49280,FR-180204
49464,XMD13-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,XMD13-2,NA,NA,NA,NA,NA,XMD13-2,NA,NA,PDBC49281,XMD13-2
49465,Pelitinib,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EKB-569,NA,NA,NA,NA,6445562,Pelitinib,NA,NA,PDBC49282,EKB-569
49466,QL-XII-47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QL-XII-47,NA,NA,NA,NA,NA,QL-XII-47,NA,NA,PDBC49283,QL-XII-47
49467,Alectinib,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH5424802,NA,CH-5424802,NA,NA,49806720,Alectinib,NA,NA,PDBC49284,CH5424802
49468,KIN001-266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KIN001-266,NA,NA,CCN1CCC(CC1)n1cc(CNc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)nn1,NA,NA,KIN001-266,NA,NA,PDBC49285,KIN001-266
49469,KIN001-270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KIN001-270,NA,NA,NA,NA,NA,KIN001-270,NA,NA,PDBC49286,KIN001-270
49470,KIN001-102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KIN001-102,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49287,KIN001-102
49471,GSK429286A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSK429286A,NA,NA,CC1=C(C(CC(=O)N1)c1ccc(cc1)C(F)(F)F)C(=O)Nc1cc2cn[nH]c2cc1F,NA,11373846,GSK429286A,NA,NA,PDBC49288,GSK429286A
49472,HDAC6 Inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAY10603,NA,NA,NA,NA,24951314,CAY10603,NA,NA,PDBC49289,CAY10603
49473,JW-7-24-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JW-7-24-1,NA,NA,NA,NA,NA,JW-7-24-1,NA,NA,PDBC49290,JW-7-24-1
49474,T0901317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T0901317,NA,NA,OC(c1ccc(cc1)N(CC(F)(F)F)S(=O)(=O)c2ccccc2)(C(F)(F)F)C(F)(F)F,NA,447912,T0901317,NA,NA,PDBC49291,T0901317
49475,GW-2580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GW-2580,NA,NA,NA,NA,11617559,GW-2580,NA,NA,PDBC49292,GW-2580
49476,HG-6-64-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HG-6-64-1,NA,NA,NA,NA,NA,HG6-64-1,NA,NA,PDBC49293,HG-6-64-1
49477,CX-5461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX-5461,NA,NA,NA,NA,25257557,CX-5461,NA,NA,PDBC49294,CX-5461
49478,CP724714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CP724714,NA,NA,COCC(=O)NC\C=C\c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,NA,9874913,CP724714,NA,NA,PDBC49295,CP724714
49479,BIX02189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BIX02189,NA,NA,CN(C)Cc1cccc(N\C(c2ccccc2)=C2/C(=O)Nc3cc(ccc23)C(=O)N(C)C)c1,NA,46931012,BIX02189,NA,NA,PDBC49296,BIX02189
49480,CP466722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CP466722,NA,NA,COc1cc2ncnc(-n3nc(nc3N)-c3ccccn3)c2cc1OC,NA,44551660,CP466722,NA,NA,PDBC49297,CP466722
49481,IOX2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IOX2,NA,NA,NA,NA,54685215,IOX2,NA,NA,PDBC49298,IOX2
49482,UNC1215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNC1215,NA,NA,NA,NA,57339144,UNC1215,NA,NA,PDBC49299,UNC1215
49483,(5Z)-7-Oxozeaenol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(5Z)-7-Oxozeaenol,NA,NA,NA,NA,9863776,(5Z)-7-Oxozeaenol,NA,NA,PDBC49300,(5Z)-7-Oxozeaenol
49484,rTRAIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rTRAIL,NA,NA,NA,NA,NA,rTRAIL,NA,NA,PDBC49301,rTRAIL
49485,PFI-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PFI-1,NA,NA,NA,NA,71271629,PFI-1,NA,NA,PDBC49302,PFI-1
49486,Talazoparib,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Talazoparib,NA,NA,NA,NA,44819241,Talazoparib,NA,TRUE,PDBC49303,Talazoparib
49487,XMD8-92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,XMD8-92,NA,NA,CCOc1cc(ccc1Nc1ncc2N(C)C(=O)c3ccccc3N(C)c2n1)N1CCC(O)CC1,NA,46843772,XMD8-92,NA,NA,PDBC49304,XMD8-92
49488,HG-5-113-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HG-5-113-01,NA,NA,NA,NA,NA,HG-5-113-01,NA,NA,PDBC49305,HG-5-113-01
49489,XMD11-85h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,XMD11-85h,NA,NA,NA,NA,NA,XMD11-85h,NA,NA,PDBC49306,XMD11-85h
49490,Cetuximab,NA,NA,NA,NA,Cetuximab,NA,NA,NA,NA,NA,NA,NA,Cetuximab,NA,NA,NA,NA,85668777,Cetuximab,NA,TRUE,PDBC49307,Cetuximab
49491,SB 505124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SB 505124,NA,NA,NA,NA,9858940,SB505124,NA,NA,PDBC49308,SB 505124
49492,SGC0946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SGC0946,NA,NA,NA,NA,56962337,SGC0946,NA,NA,PDBC49309,SGC0946
49493,QL-XII-61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QL-XII-61,NA,NA,NA,NA,NA,QL-XII-61,NA,NA,PDBC49310,QL-XII-61
49494,Nutlin-3a (-),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nutlin-3a (-),NA,NA,NA,NA,NA,Nutlin-3a (-),NA,NA,PDBC49311,Nutlin-3a (-)
49495,QL-VIII-58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QL-VIII-58,NA,NA,NA,NA,NA,QL-VIII-58,NA,NA,PDBC49312,QL-VIII-58
49496,HG-5-88-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HG-5-88-01,NA,NA,NA,NA,NA,HG-5-88-01,NA,NA,PDBC49313,HG-5-88-01
